MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
-1.534047129227581,0.5866517265897503,-1.23011929796496,-1.3186422765401373,1.1415117823353746,2.596111052714924,-1.0965009156782448,-0.13574347591462846
1.536065636160442,-0.4541776699998445,-0.896521091224676,-1.0606064232186527,1.0993166484629038,0.45120639095595333,-0.706660875341118,-0.1616672717445867
0.3940765419097479,1.0928084879449644,-0.8748958069129803,-0.923294732800845,-1.459694117567535,-0.30948197359684143,-0.87126000348346,-1.6393236340521569
-1.5944340844865381,-0.2973403636644262,1.5826878072576522,1.4992413913272655,0.17722887001449641,1.8515494799742396,-1.564308964082801,-1.6393236340521569
1.4337995255999965,0.714973159046002,-1.466820539172567,-1.249952017373735,0.7418990438960918,-1.4427405797576316,-1.5209934040453443,-1.6825299604354165
0.5886713363489301,1.6203521547095534,-0.9706649231504897,-0.8641715538189416,-0.2434814353610219,0.15224048120836117,1.060613974187213,-0.46411155642741636
1.1619399242360968,0.6365545058782927,1.6358438349081699,1.6452253990346193,1.7185922897088732,0.8994898525843971,0.28959700552044304,-0.8702510244300913
0.9169218907082424,-1.3452987287238127,0.6422086058653391,0.3602082260519269,-0.5574628727061728,-0.451769898277542,1.6756949267191248,-1.3887269410292313
-0.48517540351290156,-0.582499102456096,1.214420493922428,1.4009551287124133,-1.05139414568392,-1.045070433970274,-1.0618484676482784,-0.2999275161710224
0.1438006106667034,0.24446124003974665,0.5074551335557257,0.7542480394062875,1.6006941215357928,0.08198555995508876,1.6497055906966547,1.678922232182374
0.16191406829553281,-0.24030861590609212,1.4534755075721246,1.5179625842062847,0.28271670469567356,-0.2649058669982377,0.3589019015803759,1.7394110891189474
-0.8323018106697461,0.458330294133499,1.5998016943886768,1.5973211701971282,-1.5130585515827188,-0.5608531721245887,-1.3737204999179824,-0.8616097591534344
-1.6160177546073933,0.3228798932074557,0.6308810759877841,0.6181752514584147,1.7694746570256763,3.745041592457227,-0.949228011550883,-1.2763904924327538
-0.5070482580080922,-1.4094594449519386,-1.3677659489013083,-1.3912557268613337,1.1415117823353746,0.6670572967488209,0.7140894938875364,0.1839833393215149
-1.2567981827056116,1.413612069085593,0.3834407480131445,0.5829353589802607,-1.12957924668291,-0.6954498576333596,-0.21286349091408557,-0.8875335549833926
